date,temperature_mean,humidity_mean,temperature_std,humidity_std,temperature_minimum,temperature_maximum,humidity_minimum,humidity_maximum,position
2023-11-19,10.291666666666666,99.20833333333333,0.6412736421045007,0.29179603756088246,9.0,12.0,98.5,99.5,T18-1-2023_11_23
2023-11-20,11.5625,99.5625,1.0765534781441877,0.16891598117304404,9.5,13.5,99.5,100.0,T18-1-2023_11_23
2023-11-21,14.333333333333334,99.5,0.5247497678328021,0.0,13.5,15.0,99.5,99.5,T18-1-2023_11_23
2023-11-22,13.229166666666666,99.375,0.9086440766169198,0.2211629342323457,11.5,14.5,99.0,99.5,T18-1-2023_11_23
2023-11-23,13.058823529411764,99.5,0.5557189302262112,0.0,12.0,14.0,99.5,99.5,T18-1-2023_11_23
2023-08-08,13.791666666666666,92.91666666666667,0.39648073054937966,1.45903662695214,13.5,14.5,90.0,94.5,T18-2-2023_11_23
2023-08-09,11.645833333333334,94.79166666666667,1.5844294451526288,0.8712393305025277,9.5,13.5,92.0,95.5,T18-2-2023_11_23
2023-08-10,11.479166666666666,83.16666666666667,2.822576554461739,6.473468707072683,6.5,15.0,73.5,93.0,T18-2-2023_11_23
2023-08-11,7.5625,93.3125,2.133136596453784,1.8046588260003245,5.5,12.5,87.5,95.5,T18-2-2023_11_23
2023-08-12,11.166666666666666,88.70833333333333,2.1951857733937112,5.930607173744974,8.5,14.5,78.0,95.5,T18-2-2023_11_23
2023-08-13,9.0,96.0625,1.3021720984236467,0.5173616177087945,7.5,12.5,95.0,97.0,T18-2-2023_11_23
2023-08-14,13.354166666666666,94.125,0.6507381538895165,2.9423814667123254,12.0,14.5,88.5,97.5,T18-2-2023_11_23
2023-08-15,14.104166666666666,98.1875,0.20742555849952668,0.3234494786166633,14.0,14.5,97.5,98.5,T18-2-2023_11_23
2023-08-16,13.354166666666666,98.64583333333333,1.417891627264463,0.23215281074376823,11.0,14.5,98.5,99.0,T18-2-2023_11_23
2023-08-17,12.270833333333334,99.125,0.46576647131057153,0.2211629342323457,11.5,13.5,99.0,99.5,T18-2-2023_11_23
2023-08-18,13.375,97.14583333333333,1.2000905762917846,1.7537485731914408,12.0,15.5,94.5,100.0,T18-2-2023_11_23
2023-08-19,12.520833333333334,97.10416666666667,0.345126525843175,0.7220015456244244,12.0,13.0,96.0,98.0,T18-2-2023_11_23
2023-08-20,11.854166666666666,98.35416666666667,0.92641392132415,0.2321528107437683,10.0,13.5,98.0,98.5,T18-2-2023_11_23
2023-08-21,10.416666666666666,97.4375,1.3646680331053813,2.4861026772318016,9.5,14.5,90.0,98.5,T18-2-2023_11_23
2023-08-22,13.5625,92.875,0.7563140019629528,3.6153356931152385,13.0,15.5,81.5,97.0,T18-2-2023_11_23
2023-08-23,13.541666666666666,98.0,0.9659042470621783,0.5107539184552492,11.5,14.5,97.0,99.0,T18-2-2023_11_23
2023-08-24,13.958333333333334,93.52083333333333,1.3014763077790334,3.4624669725835484,12.0,16.5,85.0,99.0,T18-2-2023_11_23
2023-08-25,13.479166666666666,97.58333333333333,0.9380734960854462,0.5835920751217649,12.0,14.5,96.5,98.5,T18-2-2023_11_23
2023-08-26,14.583333333333334,98.625,0.1903467469067202,0.2211629342323457,14.5,15.0,98.5,99.0,T18-2-2023_11_23
2023-08-27,14.4375,99.0625,0.16891598117304404,0.16891598117304404,14.0,14.5,99.0,99.5,T18-2-2023_11_23
2023-08-28,15.125,97.45833333333333,0.5565811788909613,1.8645238736369991,14.5,16.5,94.0,99.0,T18-2-2023_11_23
2023-08-29,12.958333333333334,97.79166666666667,1.7189270330434436,2.4712110508758682,10.5,15.0,91.0,99.0,T18-2-2023_11_23
2023-08-30,12.416666666666666,85.0,2.5480882290824245,4.358898943540674,8.5,15.5,77.0,92.0,T18-2-2023_11_23
2023-08-31,9.75,90.29166666666667,1.6285496348111341,2.5363302258366818,8.0,14.0,82.5,92.5,T18-2-2023_11_23
2023-09-01,13.5,84.70833333333333,2.7026556987687047,5.8772158941684856,9.5,17.0,76.0,93.0,T18-2-2023_11_23
2023-09-02,9.125,94.375,2.2372829017825833,1.8371173070873836,6.5,15.0,88.0,96.5,T18-2-2023_11_23
2023-09-03,13.354166666666666,86.0,2.8225765544617394,4.885648904433403,8.5,17.5,75.0,93.5,T18-2-2023_11_23
2023-09-04,9.666666666666666,94.60416666666667,2.407717061715384,2.6497709772514413,7.5,15.5,87.0,96.5,T18-2-2023_11_23
2023-09-05,15.166666666666666,87.4375,1.9486152645597752,4.057501105038828,11.0,17.5,80.5,93.0,T18-2-2023_11_23
2023-09-06,11.020833333333334,95.3125,1.8026500218981154,1.111329990518607,9.0,14.5,92.5,96.5,T18-2-2023_11_23
2023-09-07,13.6875,91.91666666666667,1.4356675465955988,3.1714304366472796,12.5,16.5,85.5,98.0,T18-2-2023_11_23
2023-09-08,8.958333333333334,98.83333333333333,1.2846642825425558,0.3509820590815171,8.0,12.5,98.0,99.5,T18-2-2023_11_23
2023-09-09,9.666666666666666,93.91666666666667,1.9374269504695647,5.309275449352901,6.5,12.5,83.5,100.0,T18-2-2023_11_23
2023-09-10,6.8125,94.9375,2.2496980473716524,2.8941939630322246,5.0,12.0,87.0,97.5,T18-2-2023_11_23
2023-09-11,12.541666666666666,86.14583333333333,1.2676293062133799,5.0162327078904685,11.0,14.5,79.0,94.0,T18-2-2023_11_23
2023-09-12,12.604166666666666,96.6875,0.8843957242668292,0.8699387784556276,11.5,14.5,94.5,97.5,T18-2-2023_11_23
2023-09-13,16.583333333333332,89.89583333333333,2.1450988964060187,3.5599803573794535,13.5,20.5,84.5,96.5,T18-2-2023_11_23
2023-09-14,11.166666666666666,93.75,2.434653205670996,2.0376883748609544,8.0,16.0,88.0,96.0,T18-2-2023_11_23
2023-09-15,16.479166666666668,84.125,2.5979890495245113,7.5256806712228625,13.5,21.5,73.0,95.0,T18-2-2023_11_23
2023-09-16,13.770833333333334,96.16666666666667,0.8594635165217218,1.7236631030319187,12.5,16.5,89.5,97.5,T18-2-2023_11_23
2023-09-17,16.145833333333332,83.77083333333333,2.939532522234677,7.483284512929418,12.0,20.0,71.0,93.0,T18-2-2023_11_23
2023-09-18,11.6875,93.41666666666667,0.8445799058652202,1.2568652055521052,10.5,14.0,90.0,95.0,T18-2-2023_11_23
2023-09-19,13.604166666666666,92.91666666666667,0.6423321412712781,2.784532849223689,12.5,15.0,88.0,96.5,T18-2-2023_11_23
2023-09-20,13.145833333333334,97.29166666666667,0.6338146531066898,0.4643056214875366,12.0,14.5,96.5,98.0,T18-2-2023_11_23
2023-09-21,14.875,96.10416666666667,0.8242255917447338,1.3019981856217457,14.0,16.5,94.0,98.0,T18-2-2023_11_23
2023-09-22,14.166666666666666,97.9375,0.31851102863530306,0.30618621784789724,14.0,15.0,97.5,98.5,T18-2-2023_11_23
2023-09-23,15.0,96.29166666666667,0.7518094115561123,1.2503622663458174,14.0,16.0,93.5,98.0,T18-2-2023_11_23
2023-09-24,14.1875,98.54166666666667,0.2878896225684571,0.3586407511783863,14.0,15.0,97.5,99.0,T18-2-2023_11_23
2023-09-25,15.083333333333334,98.97916666666667,0.19034674690672024,0.1020620726159657,15.0,15.5,98.5,99.0,T18-2-2023_11_23
2023-09-26,14.3125,99.125,0.7634660665560773,0.2211629342323457,13.0,15.0,99.0,99.5,T18-2-2023_11_23
2023-09-27,12.916666666666666,99.08333333333333,1.8746980433187603,0.3185110286353031,9.0,14.5,98.5,99.5,T18-2-2023_11_23
2023-09-28,10.270833333333334,99.29166666666667,1.1607640537188413,0.29179603756088246,8.5,13.5,99.0,100.0,T18-2-2023_11_23
2023-09-29,12.75,85.375,3.2168037066250283,7.105187939257759,7.5,16.5,73.5,98.0,T18-2-2023_11_23
2023-09-30,8.333333333333334,94.77083333333333,2.0676949288617457,2.750411695138316,6.5,13.5,85.0,97.0,T18-2-2023_11_23
2023-10-01,15.285714285714286,80.96428571428571,2.072849077164881,5.927330069959135,12.0,19.5,72.5,89.5,T18-2-2023_11_23
